,Url,Namn,Alt. namn,Byggår och arkitekt,Alternativt namn,Annexskolor,Adress,Arkiv på Stadsarkivet,Rektorsområde,Arkiv hos övriga,Historik
1126,Visa/hogalids-samrealskola/ce548437-549f-416d-8ae1-d60a3d23bc62,Högalids samrealskola,Södra kommunala mellanskolan / Stockholms stads högre folkskola för medborgerlig bildning / Stockholms stads södra kommunala mellanskola,,,,Hornsgatan 93,,,,"Realskola, Grundskola åk7-9  1962-1964

Södra kommunala mellanskolan hade undervisningsavdelningar vid Högalids, Sofia och Enskede folkskolor. 1936 kunde man flytta ij i egen nyuppförd byggnad på Hornsgatan 93 men undervisningen vid Enskede folkskola  bibehölls.
För detaljer om verksamhet, lokaler genom åren mm - se inledning med historik till arkivförteckningen.

Namn:
1919-1923 Stockholms stads högre folkskola för medborgerlig bildning
1923-1948 Stockholms stads södra kommunala mellanskola
1948-1964 Högalids samrealskola  (1963-1964 Högalids samrealskola och Hagsätra läroverk)

Nedlagd 1964.
1962-196x teoretiska kompletteringskurser för yrkesskoleelever; flyttade 196x till Eriksdalsskolan - se vidare d:o.

Verksamheten i byggnaden from 1967 under namnet Zinkensdammsskolan - se denna !"
1127,Visa/arsta-gards-grundsarskola/8119b557-f4f9-4155-a321-d629855ddcb8,Årsta gårds grundsärskola,"Årsta gårds särskola, Årsta gård",,,,Svärdlångsvägen 16,,,,"Fristående grundsärskola med waldorfinriktninge åk F-10.
Drivs av stiftelsen Årsta gård.

Upptas i katalog 2010, ej i d:o 2011 men åter 2012.
I katalog 2014 under namnet Årsta gårds grundsärskola. Drivs av Stiftelsen Årsta gård."
1128,Visa/betyg/a64b62eb-d19c-4560-b8d5-d63bd8326980,Betyg,,,,,,,,,"Först i och med 1820 års skolordning gavs mer detaljerade anvisningar och ställdes särskilda betygsformulär till förfogande.
1882 infördes bestämmelser om avgångsbetyg från folkskolan.
1949 kom nya betygsanvisningar för folkskolan från Skolöverstyrelsen (SÖ), 1955 för realskolan och 1959 för läroverk och gymnasier.
1962 års skolstadga innebar att den fem-gradiga relativa betygsskalan infördes i den nya grundskolan med ändring från bokstäver till siffror. Redan 1963 avskaffades betygen i åk 1. 
Samma system infördes efterhand i fackskola och gymnasium (1966-1967).
From 1969 gavs betyg enbart i åk 3, 6, 7-9 och from 1978?? endast i åk 8 och 9 (Gällande åk 3 och 6 fick de lokala skolstyrelserna besluta om betyg skulle ges).
From 1994 infördes ett helt nytt betygssystem med målrelaterade betyg. Betygsskalan omfattade betygen G (godkänd), VG (väl godkänd), MVG (mycket väl godkänd) och IG (icke godkänd).
Fr.o.m. läsåret 2011/12 infördes ett nytt bokstavsbaserat betygssystem med betyg från A (det bästa betyget) till F (underkänt). Sedan hösten 2012 ges betyg varje termin från hösten i grundskolans årskurs 6. Samma betygssystem gäller i både grundskola och gymnasium."
1129,Visa/ostermalmsskolan/2b09909e-2e40-4a7a-8778-d69540489c35,Östermalmsskolan,,,,,Banérgatan 38-40,,,,"Flickskola, Grundskola åk 1-6 (åk 7-9 1965-1970)

Byggd för Östermalms kommunala flickskola och Lyceum - se dessa. 
Namnändring 1968 till Östermalmsskolan då flickskolan nedlades och en ""nybildad"" grundskola övertog lokalerna. Lyceum kvar i lokalena under en avvecklingsperiod 1970-1972.

Huvudskola i Östermalmsskolan ro 1968-1973. (Jämför även Rinkeby ro).
Egen enhet 1992. Tillhörde Östermalms Sdn 1997-vt 2007."
1130,Visa/-lyce-franais-saint-louis-lyce-francais-saint-louis-gymnasium/bc473072-b818-46ca-b7b8-d69ba2ee8997,Lycée Français Saint Louis/ Lycée Francais Saint-Louis gymnasium,Le Lycée Francais International á Stockholm/Cours Francais Saint-Louise/Lycee Francais Saint-Louis / Franska skolan på Essingen/Lycée Francais de Stockholm,,,,Essingestråket 24,,,,"Privatskola: Franskspråkig internationell samskola. 
Fristående grundskola åk 1-9 (fransk läroplan) och gymnasieskola (Internationell skola). Förskola (lekskola).

Inhyst from 1982 i del av Essingeskolans byggnad.

Lycée Francais Saint-Louise och Franska skolan i Stockholm har en lång gemensam historia. Franska skolan grundades 1862 och 1867 blev den en svensk skola med franska som första främmande språk. Under andra världskriget skapades en undervisningsgrupp som en egen avdelning (Cours Francais) med syfte att undervisa helt på franska och enligt franska kursprogrammet. Gruppen fick en egen avdelning i Franska skolan. Efter kriget växte den helfranska gruppen och fick därefter namnet Cours Francais Saint-Louise och flyttade till egna lokaler.

1959 etablerades Lycée Francais Saint Louise som en egen skola. 1975 flyttade Cours Francais Saint-Louise till nuvarande lokal på Essingeskolan. 
1980 ändrades namnet till Lycée Francais Saint-Louise.

Jämför även Cours Saint-Louis stiftelse???

På nätet 2014 upptas gymnasiedelen under namnet Lycée Francais Saint-Louis gymnasium.

I katalog 2015 med namnet Lycée Francais de Stockholm."
1131,Visa/gullmarsplans-vuxengymnasium--1967-1993/7a190d2c-0043-4968-bc16-d6ad033ffc7a,Gullmarsplans vuxengymnasium  1967-1993,Enskede kvällsgymnasium / Enskede vuxengymnasium,,,,Simlångsvägen,,,,"Vuxengymnasium

Namn:
xx-xx Enskede kvällsgymnasium
(1967-)1969-1972 Enskede vuxengymnasium
1972 namnändring till Gullmarsplans vuxengymnasium.
Nedlagt 1993. (Verksamhet då överförd till 5 andra gymnasier - se inledningen till arkivförteckningen).

I bygganden (tidigare) Enskede gymnasium (1947-1974; 1967-1974 både ungdoms- och vuxengymnasium) - se vidare d:o.
Byggnaden uthyrd 199x till Värmdö kommun som där driver Värmdö gymnasium.

Enl. olika uppgifter ska en variant kopplad till handbollsträning funnits vid skolan: ""Gullmarsplans handbollsgymnasium"". Detta har inte kunnat bekräftas av Stockholms skolors matriklar eller av handlingar i skolns arkiv (stickprov aug 2014)."
1132,Visa/lyceum-for-flickor-smaskola/bcc91b14-0f18-4f7c-8a57-d6dd9031f82a,"Lyceum för flickor, småskola",,,,,"ca 1942-1957 Karlavägen 86
1957 namnändring till Förberedande skola
1960-talet Banérgatan 38-40",,,,"Privatskola för flickor

Se även Lycéum !"
1133,Visa/vasastans-montessoriskola/df9d3cf3-fa6f-49a1-a0ff-d7044c00bf47,Vasastans Montessoriskola,,,,,Hälsingegatan 23-25,,,,"Fristående grundskola åk 1-9

Verksamheten drivs av en ideell förening sedan 1987."
1134,Visa/stockholms-stads-handelsgymnasium/1ef1ba58-73d0-48b2-895d-d7495e458a23,Stockholms stads handelsgymnasium,Stockholms handelsgymnasium / Handelsgymnasiet,,,,,,,,"Handelsgymnasium

Bildades 1945 av Stockholms handelsskolors högre avdelning (Birger Jarls torg 7-9)
1947 flyttad till en nyuppförd byggnad på S:t Göransgatan 75 (=Kungsholmsgatan 75)
1952 sammanslaget med Frans Schartaus handelsinstitut under namnet Stockholms stads handelsgymnasium / 
Frans Schartaus handelsintitut (Stigbergsgatan 26)
1967 namnändring till Frans Schartaus gymnasium - se vidare d:o."
1135,Visa/norra-reals-gymnasium/7c5dac50-2888-4660-b631-d8bd58f9e7cb,Norra Reals gymnasium,Norra Real / Högre realläroverket (p)å Norrmalm / Stockholms realläroverk / Högre realläroverket i Stockholm,,,,Roslagsgatan 1,,,,"Staligt läroverk, Gymnasium, Vuxengymnasium

Bildas 1876 under namnet Högre realläroverket i Stockholm. 
Nikolai lägre apologistskola (se d:o) uppgick därvid i det nyinrättade läroverket. Inhyst i Södra stadshuset (nuvarande Stadsmuséet) 
1876-1890 då man inflyttade i nybyggd läroverksbyggnad. 
1953 fick läroverket även allmän linje efter att dittills enbart haft reallinje. Kommunaliserat 1966 och namnändrat 1967 till Norra Real, from 1971 Norra Reals gymnasium. 
Annex till Vasa gymnasium 1987-1990 (gymnasiet då nedlagt och i byggnaden enbart vuxengymnasium som annex till Vasa). 
Gymnasiet återuppstod 1990. Totalrenovering av byggnaden 1992-1994.
Engelskspråkig klass 1973, flyttad 1987 till Kungsholmens gymnasium - se d:o.
Adressen Roslagsgatan 19 anges även.

Vuxengymnasium 1969-1982 - se Norra Reals vuxengymnasium 1 samt 1987-2000  - se d:o 2.
From ht 2000 åter enbart ungdomsgymnasium.

Namn:
1876-1906 Högre realläroverket i Stockholm (Stockholms realläroverk)
1906-1967 Högre realläroverket (p)å Norrmalm 
1967-     Norra Reals gymnasium 

Litteratur:
Hundra år med Norra Real i helg och söcken. Stockholm 1976.
Lärare och studenter, Stockholms realläroverk 1876-1890, Norra Realläroverket 1890-1956. Stockholm 1958.
Svedelius, C. 1927: Norra Real 1876-1926.
Åstrand, S. 1976: Norra Real 100 år."
1136,Visa/lararhogskolan-i-stockholm-speciallararlinjen-i-1962-1977/019778f9-6897-43b1-b88f-d9158f6b4a6d,"Lärarhögskolan i Stockholm, Speciallärarlinjen I 1962-1977",,,,,,,,,"Lärarhögskola

Utbildningslinje verksam 1962-1977.
Speciallärarlinjen inrättades from ht 1962 och hade olika inriktningar (hjälp- och observationsklasslärare, särskolelärare,  talpedagog, hörselklasslärare, lärare för funktionshindrade osv). 

Vid högskolereformen 1977 fortsatte utbildningen med ny arkivbildning. För att hålla isär dessa båda används beteckningarna I och II. Den senare har inte levererats till SSA."
1137,Visa/enskede-gards-gymnasium/fd7a292e-5f43-4051-b485-d947a3220400,Enskede Gårds gymnasium,Enskede yrkesskola / Hantverksgymnasiet Enskede Gårds gymnasium,,,,Palmfeltsvägen 111-121,,,,"Yrkesskola, Gymnasium, Gymnasiesärskola, Vuxengymnasium. Kommunal högskola.

Enskede yrkesskola 1962-1971
Enskede Gårds gymnasium 1971-
Under namnet Hantverksgymnasiet Enskede Gårds gymnasium några år från år 2005 och framåt. 

Övertar 1967 utbildningen vid Ungdomsledarinstitutet. 
1977-1980 Kommunal högskoleutbildning - Fritidspedagoglinjen (filial i Björkhagens skola). Se även Fritidsledarutbildning samt Kommunal högskola.
Vårdyrkesutbildningen övertas ht 1971 av Stockholms läns landsting.
 
Med gymnasiesärskola - flyttad till Bredholmstorget i Skärholmen 2013 - se vidare Lindeparken. 
Med Charkuteriskolan/Charkskolan 2000- se även d:o.
Med vuxengymnasium 1997-  .

Skolan stängd för renovering sommaren 2020, öppnar igen 2022."
1138,Visa/kunskapsskolan-skarholmen/df6f2685-704a-4131-8327-d959f430e99b,Kunskapsskolan Skärholmen,Kunskapsskolan Ringen / Kunskapsskolan i Skärholmen,,,,Bredholmsgatan 16,,,,"Fristående grundskola åk 6-9

Öppnad 2000 enligt uppgift.
I katalog 2001 under namnet Kunskapsskolan Ringen.
I katalog 2002 under namnet Kunskapsskolan Skärholmen.
Saknas i katalog 2011, nedlagd?"
1139,Visa/gustav-vasa-skola/62385c70-0c8f-4aa0-b06b-d99749f6dfdc,Gustav Vasa skola,Gustav Vasa folkskola / Adolf Fredriks västra folkskola,,,,Karlbergsvägen 34,,,,"Folkskola, Enhetsskola, Grundskola åk F-4 2015 (tidigare F-6 och sen F-5)

Byggd 1886 med plats för 1200 barn. Hette först Adolf Fredriks västra folkskola men bytte 1906 namn när Gustav Vasa församling bildades (1905).  ?? Först 1911 övertagen av församlingen ?? Byggnaden renoverad på 1990-talet.
2015 anges att 420 elever finns på skolan i 15 klasser.

Huvudskola i Gustav Vasa öd. ?? Egen enhet 1991-2004. Tillhörde Norrmalms Sdn 1997-vt 2007.
Annexskola under Vasa Real 2 vt 2005-2011. (I katalog 2007 anges att Vasa Real och Gustav Vasa skola sedan vt 2004! tillsammans utgör en ""F-9 enhet"" dvs med förskoleklass och åk 1-9 under en rektor).
From ht 2011 egen enhet.

Svenska och musik som profilämnen. From 1991 med särskilda fiolklasser.

Observera att Adolf Fredriks äldsta folkskolas handlingar ingår i Gustav Vasa folkskolas arkiv liksom handlingar från Adolf Fredriks församlings fri- och fattigskola."
1140,Visa/vinsta-grundskola-ostra/f0eafa12-65a0-4242-9d21-d99b62e2f189,Vinsta grundskola östra,Vinstaskolan,,,,Vinsta skolgränd 3,,,,"Grundskola åk 1-6

Egen enhet 1991. Tillhörde Vällingby Sdn 1997-vt 2007.

Namnbyte vt 2015 till Vinsta grundskola östra."
1141,Visa/langbrodalsskolan-2/9d3918b5-276a-49d0-ac0b-d99e18fecc70,Långbrodalsskolan 2,Långbrodals gamla skola / Långbrodals folkskola,,,,Sländvägen 1,,,,"Folkskola, Enhetsskola, Grundskola åk F-6

Egen enhet 1992-2002. Tillhörde Älvsjö Sdn 1997-vt 2007. Annexskola till Johan Skytteskolan 2002-2007/09. Egen enhet 2008/09-. 
Observera namnbytet till Långbrodalsskolan (2) 2004!

Byggnaden av samma utseende som Enskedeskolan och Örby skola. 

Provisorier:
se även Älvsjö öd
Hyrd lokal i Herrängens missionshus (Herrängens gamla skola - se denna!), Herrängsvägen 21 1953-1958.
En paviljong 1950 på Älvsjövägen. Lokal på Konvaljstigen 15 i slutet av 1950-talet."
1142,Visa/arsta-gards-gymnasiesarskola/3252c02f-b15b-47b2-9d41-da27cd8d7ab6,Årsta gårds gymnasiesärskola,tidigare namn Helenedals gymnasiesärskola,,,,"2020- Svärdlångsvägen 16
2012-2020 Katrinebergsbacken 12",,,,"Fristående gymnasiesärskola med waldorfinriktning. Drivs av Stiftelsen Årsta gård.

Upptas första gång i katalog 2012.

Flytt och medföljande namnbyte skedde troligen under år 2020, från Helenedals folkskolas gamla hus till Årsta gård."
1143,Visa/midsommarkransens-gymnasium/2380c6e4-dd78-4214-b5ed-da2ffd477f62,Midsommarkransens gymnasium,,,,,Tellusborgsvägen 10,,,,"Gymnasieskola

Öppnade ht 2013 i fd Brännkyrka gymnasiums byggnad.
""Kvarvarande"" verksamhet från denna nedlagda skola samt från samtidigt nedlagda Frans Schartaus gymnasium fördes enligt uppgift över till det nya gymnasiet för att där ""avslutas""."
1144,Visa/bjorkhagens-ro2-1990-1991/3512b9db-f20a-4189-a51b-da424ffb7b9f,Björkhagens ro2 1990-1991,,,,,,,,,
1145,Visa/arstagardens-odro--1955-1983/2f5a63e8-21d0-4652-9380-da5b8f7cf2e2,Årstagårdens öd/ro  1955-1983,,,,,,,,,"Huvudskola:
Årstagårdens skola"
1146,Visa/st-jacobi-skola/f609d44e-807c-4d3b-880a-da788583bcae,S:t Jacobi skola,Jacobs realskola / Jacobs allmänna läroverk / Jacobs lägre elementarläroverk / Jacobs Schola / Jacobs kyrkskola / Jacobs skola / Jacobs högre apologistskola,,,,se Historik mm !,,,,"Staligt läroverk utan gymnasium

Grundad 1659.
1808-1812 fattigflickskola i lokalerna.

Namn:
Jacobs Schola / Jacobs kyrkskola 1659-1820
Jacobs högre apologistskola 1820-1858
Jacobs lägre elementarläroverk 1858-1879
Jacobs (lägre) allmänna läroverk 1879-1905
Jacobs realskola 1905-1926
1926 flyttar till ny skolbyggnad på Karlbergsvägen 15, namnändring till Vasa realskola - se vidare denna

Adresser:
1659-1676 Regeringsgatan 28A
1676-1680  Regeringsgatan 70.  
Egna skolhus: 
1680-1729 Kungsträdgårdsgatan 20
1729-1748 Smålandsgatan 23 (Smålandsgränden?)
1748-1817 Regeringsgatan 13 [1756-1757 tillfälligt Malmskillnadsgatan 64 (i fattighusets byggnad invid Johanes kyrkogård enl. annan uppgift) medan skolhuset reparerades]
1817-1851 Norra Smedjegatan 79-81
1851-1926 Regeringsgatan 79-81.
Under det sista decenniet dessutom förhyrda lokaler på Regeringsgatan.

OBS att Vällingby läroverk 1967 byter namn till S:t Jacobi skola som 1971 i sin tur namnändras till S:t Jacobi gymnasium - 
se vidare d:o.

Källor:
Larsson, Lars: Historik till Arkivförteckning för S:t Jacobi gymnasium  (med litteraturförteckning).
Quensel, Alice: S. Jakobs kyrka. I. Församlingshistoria. (i Curman, S. & Roosval, J.: S. Jakobs och S. Johannes kyrkor samt S. Stefans kapell. Konsthistoriskt inventarium. Sthlm. 1928)."
1147,Visa/hotell--och-restaurangskolan-hasselbacken--1947-1968/a39ab064-219e-41d1-adee-da78faf36508,"Hotell- och restaurangskolan, Hasselbacken  1947-1968",,,,,,,,,"Yrkesskola

Fram till 1947 - se Restaurantskolan i Stockholm,
1947-1964 under Stockholms industri- och hantverksskola,
1964 bildar utbildningen egen enhet och flyttar 1968 till Kristineberg med namnbyte 1971 till Kristinebergs gymnasium - se vidare d:o."
1148,Visa/stockholms-privatgymnasium/3da1c3a2-6c6b-42eb-8c26-dab28f8fb1ba,Stockholms privatgymnasium,,,,,"Luntmakaregatan 5
1925 anges Vasagatan 50",,,,"Privatskola

Fanns 1897
Även för flickor"
1149,Visa/amalia-arvidssons-skola/1aa0fc52-9384-4170-b5f1-db320e5d26cc,Amalia Arvidssons skola,Mamsell Amalia Arvidssons skola / Mamsell Arvidssons skola,,,,1863-1879 Besvärsgatan 42,,,,"Privatskola

Känd 1863, 1868, 1871 och 1879 på Besvärsvägen 42 (?, 35, 52 resp. 50 barn)."
1150,Visa/gubbangens-gamla-skola/c7ca522f-971a-445c-91a2-db3f203d1698,Gubbängens gamla skola,Gubbängens gamla folkskola / Gubbängens folkskola,,,,Bogårdsvägen 45,,,,"Folkskola, Grundskola

Före 1918 - se Brännkyrka skoldistrikt.

Nedlagd som grundskola 1968. Stockholms första skoldaghem öppnades 1965 i lokaler i skolan som Gubbängens skoldaghem - se Tallkrogens skoldaghem.

Tidigare adress: Perstorpsvägen / Gamla Dalarövägen. Småskolan byggdes 1880, folkskolan 1889. 

Provisorier:
Hyrd lokal i Gubbängsgården, Gubbängsvägen 53-71 / Panelvägen 
1945-1953."
1151,Visa/appelvikens-folkskola/3f43c68f-7d3a-43e4-b9cf-dbed06e9f763,Äppelvikens folkskola,Äppelvikens äldre folkskola,,,,Alléparken,,,,"Folkskola

En mindre skola med fyra klassrum i Äppelviken (skolvillan), Äppelvikens (äldre) folkskola, avvecklades 1938.

Enl. arkivfört. för Bromma norra öd (SSA/0182) ska Äppelvikens folkskola ha tillhört detta öd vilket motsägs av tryckt matrikel."
1152,Visa/vastboda-ro-2--1962-1975/2cb8bca8-9f33-4ad4-836c-dcfaaa874e05,Västboda ro 2  1962-1975,,,,,,,,,"Huvudskola:
Västbodaskolan"
1153,Visa/blommenbergs-smaskola/d1a911af-fc4a-4eb8-94dc-dd076a42e469,Blommenbergs småskola,,,,,,,,,
1154,Visa/august-dahlbergs-skola/b4a55ecd-c89e-478f-bf22-dd74d5042761,August Dahlbergs skola,,,,,Gamla Kungsbrogatan 28  1868,,,,"Privatskola

Känd 1868 (14 barn)."
1155,Visa/stockholms-stads-barnavardsskola-/d9974ece-1e77-4382-a168-dd9259338c0a,Stockholms stads barnavårdsskola,Barnsköterskeskolan / Stockholms stads barnsköterskeskola,,,,,,,,"Utbildningsinstitution

Föregångare var en privat vårdskola vid barnhemmet Eurenii minne, kommunaliserad och namnändrad 1952 till Stockholms stads barnavårdsskola. Skolan upphörde 1971 och utbildningen införlivades i den nya gymnaseorganisationen - fd Maria husmodersskola, nu som annex till Södra Latins gymnasium 1971-1985 - se vidare d:o.

Fd Stockholms stads barnsköterskeskola.
Omfattar även Södra  KFUK´s barnsköterskeskola from 1967."
1156,Visa/norra-reals-vuxengymnasium-2--1987-2000/e4a588a5-832d-48b8-9e2c-dd959d9ac235,Norra Reals vuxengymnasium 2  1987-2000,,,,,Roslagsgatan 1,,,,"Kommunalt vuxengymnasium

1987-2000  (tidigare Sveaplans vuxengymnasium - se d:o). 
Först 1988 överfördes verksamheten helt och hållet till Norra Reals byggnad."
1157,Visa/ivik-gymnasium/0e43ba84-54ac-495a-97a5-ddcd190ef111,IVIK gymnasium,IVIK-Slussen Liljeholmen,,,,"Lövholmsvägen 2, 6 tr",,,,"Gymnasieskola

Annex till Fogelströmska gymnasiet 2000-2005.
Jämför Liljeholmens komvux.
Egen enhet from ht 2005.
2006 som IVIK gymnasium; saknas i katalog 2013 - istället SPRINT-gymnasiet på samma adress - se vidare d:o.
Namnet Liljeholmens gymnasium förekommer."
1158,Visa/grillska-gymnasiet-stockholm-lovholmsvagen/2930b51a-058a-47b1-bbe1-de1486bbc53d,"Grillska gymnasiet Stockholm, Lövholmsvägen",Stadsmissionens gymnasieskola / Stadsmissionens skola 2 / Stadsmissionens skola,,,,"2003-2006? Lövholmsvägen 18
2006-2014? Trekantsvägen 7B
2014-      Lövholmsvägen 18",,,,"Fristående gymnasieskola, IV-programmet

Öppnad 2003?, delar lokaler med Stadsmissionens folkhögskola. Samhällsprogram med social eller kulturell inriktning samt omvårdadsprogram.
From 2005 Gymnasieskolan Futurum, 2006 som Stadsmissionens gymnasieskola ? Upptas i lista fr. Utbildn.förv. 2012 över friskolegymnasier som Stockholms Stadsmission skola.

Upptagen som två olika gymnasier i katalog 2007:
Gymnasieskolan Futurum på Trekantsvägen 7B (se d:o)
och
Stadsmissionens skola på Lövholmsvägen 18

På nätet 2014 under namnet Grillska gymnasiet Stockholm, Lövholmsvägen med Stadsmissionen som huvudman. I tidningsartikel anges namnbytet ha skett i nov 2013.

Under 2014 fanns två Grillska gymnasiet, Grillska Lövholmsvägen (f.d. Stadsmissionens skola) och Grillska Årstaängsvägen. 
Enligt en uppgift upphörde Grillska Lövholmsvägen efter vt 2014.
Eftersom betygkopior finns från vt 2015 måste den dock funnits kvar till dess. Upptas i lista över gymnasier inför ht 2015 men ej i d:o 2016.

Se vidare Grillska gymnasiet Årstaängsvägen."
